category,institution,quarter,quarter_end_date,stock_ticker,stock_company,action,value_change_usd_mn,pct_change,notes,timing_known
Core Smart Money,Berkshire Hathaway,Q4 2025,2025-12-31,DPZ,Domino's Pizza,Added,,,持仓比例达9.9%（后Q1全清）,披露日: 2026-02-14
Core Smart Money,Berkshire Hathaway,Q1 2026,2026-03-31,AMZN,Amazon.com,Exited,,-100,新CEO Greg Abel 上任后完全清仓,披露日: 2026-05-15
Core Smart Money,Berkshire Hathaway,Q1 2026,2026-03-31,DPZ,Domino's Pizza,Exited,,-100,完全清仓,披露日: 2026-05-15
Core Smart Money,Berkshire Hathaway,Q1 2026,2026-03-31,UNH,UnitedHealth Group,Exited,,-100,完全清仓,披露日: 2026-05-15
Core Smart Money,Berkshire Hathaway,Q1 2026,2026-03-31,CVX,Chevron,Reduced,,-35,Q4加仓后再度大幅削减,披露日: 2026-05-15
Core Smart Money,Berkshire Hathaway,Q1 2026,2026-03-31,GOOGL,Alphabet Class A,Added,2000,+225,Q1最大加仓,披露日: 2026-05-15
Core Smart Money,Berkshire Hathaway,Q1 2026,2026-03-31,DAL,Delta Air Lines,New Position,2800,,新建仓 3980万股 $28亿；13G参考日2026-03-31,2026 Q1建仓；13G申报 2026-05-15
Core Smart Money,Berkshire Hathaway,Q1 2026,2026-03-31,AAPL,Apple,Held,,0,停止连续三季减仓，稳定持有,披露日: 2026-05-15
Core Smart Money,BlackRock,Q4 2025,2025-12-31,NVDA,NVIDIA,Held,,0,最大持仓6.13%（约3625亿），19.43亿股,披露日: 2026-02-17
Core Smart Money,BlackRock,Q4 2025,2025-12-31,NFLX,Netflix,Added,,+903,季度涨幅最大单一仓位,披露日: 2026-02-17
Core Smart Money,BlackRock,Q4 2025,2025-12-31,NOW,ServiceNow,Added,,+397,云软件大幅加仓,披露日: 2026-02-17
Core Smart Money,BlackRock,Q4 2025,2025-12-31,LITE,Lumentum Holdings,New Position,,,新建仓（大额）,披露日: 2026-02-17
Core Smart Money,BlackRock,Q4 2025,2025-12-31,COHR,Coherent Corp,New Position,,,光子/光纤通信新仓,披露日: 2026-02-17
Core Smart Money,BlackRock,Q4 2025,2025-12-31,RKLB,Rocket Lab,New Position,,,航天新经济新仓,披露日: 2026-02-17
Core Smart Money,BlackRock,Q1 2026,2026-03-31,XOM,Exxon Mobil,Added,,,能源板块大幅加仓,披露日: 2026-05-15
Core Smart Money,BlackRock,Q1 2026,2026-03-31,CVX,Chevron,Added,,,能源板块双龙头加仓,披露日: 2026-05-15
Core Smart Money,BlackRock,Q1 2026,2026-03-31,AMAT,Applied Materials,Added,,,半导体设备加仓,披露日: 2026-05-15
Core Smart Money,BlackRock,Q1 2026,2026-03-31,MU,Micron Technology,Added,,,内存芯片加仓,披露日: 2026-05-15
Core Smart Money,BlackRock,Q1 2026,2026-03-31,JPM,JPMorgan Chase,Reduced,-7031.8,-1.7,进入前十大持仓，替换LLY；已按 EDGAR 校正,披露日: 2026-05-15
Core Smart Money,BlackRock,Q1 2026,2026-03-31,NVDA,NVIDIA,Reduced,,-4,从6.13%微降至5.87%,披露日: 2026-05-15
Core Smart Money,BlackRock,Q1 2026,2026-03-31,MSFT,Microsoft,Reduced,,,Mag7减仓之一,披露日: 2026-05-15
Core Smart Money,BlackRock,Q1 2026,2026-03-31,TSLA,Tesla,Reduced,,,Mag7减仓之一,披露日: 2026-05-15
Core Smart Money,BlackRock,Q1 2026,2026-03-31,AAPL,Apple,Reduced,,,Mag7减仓之一,披露日: 2026-05-15
Core Smart Money,BlackRock,Q1 2026,2026-03-31,META,Meta Platforms,Reduced,,,Mag7减仓之一,披露日: 2026-05-15
Core Smart Money,BlackRock,Q1 2026,2026-03-31,LLY,Eli Lilly,Reduced,,,退出前十大持仓,披露日: 2026-05-15
Core Smart Money,Goldman Sachs,Q4 2025,2025-12-31,IBIT,iShares Bitcoin Trust,New Position,1100,,加密货币持仓首次披露：BTC ETF约11亿美元,披露日: 2026-02-10
Core Smart Money,Goldman Sachs,Q4 2025,2025-12-31,ETHE,Ethereum ETF,New Position,,,加密货币整体敞口合计23.6亿美元,披露日: 2026-02-10
Core Smart Money,Goldman Sachs,Q4 2025,2025-12-31,NVDA,NVIDIA,Held,,0,股票组合前五大持仓,披露日: 2026-02-10
Core Smart Money,Goldman Sachs,Q4 2025,2025-12-31,SPY,SPDR S&P 500 ETF,Held,,0,前五大持仓之一,披露日: 2026-02-10
Core Smart Money,Goldman Sachs,Q4 2025,2025-12-31,MSFT,Microsoft,Held,,0,前五大持仓之一,披露日: 2026-02-10
Core Smart Money,Goldman Sachs,Q1 2026,2026-03-31,NVDA,NVIDIA,Reduced,-3360.9,-1.7,Q1最大加仓金额；已按 EDGAR 校正,披露日: 2026-05-15
Core Smart Money,Goldman Sachs,Q1 2026,2026-03-31,TSLA,Tesla,Reduced,-5584.4,-16.0,第二大加仓；已按 EDGAR 校正,披露日: 2026-05-15
Core Smart Money,Goldman Sachs,Q1 2026,2026-03-31,MSFT,Microsoft,Added,6100,,云AI平台布局,披露日: 2026-05-15
Core Smart Money,Goldman Sachs,Q1 2026,2026-03-31,QQQ,Invesco QQQ ETF,Added,4200,,科技宽指增仓,披露日: 2026-05-15
Core Smart Money,Goldman Sachs,Q1 2026,2026-03-31,AMZN,Amazon.com,Added,3500,,云计算加仓,披露日: 2026-05-15
Core Smart Money,Goldman Sachs,Q1 2026,2026-03-31,AAPL,Apple,Added,2800,,防御性蓝筹加仓,披露日: 2026-05-15
Core Smart Money,Goldman Sachs,Q1 2026,2026-03-31,AVGO,Broadcom,Added,2700,,AI芯片网络设备,披露日: 2026-05-15
Core Smart Money,Goldman Sachs,Q1 2026,2026-03-31,META,Meta Platforms,Added,2500,,社交AI加仓,披露日: 2026-05-15
Core Smart Money,Goldman Sachs,Q1 2026,2026-03-31,IBIT,iShares Bitcoin Trust,Added,2300,,加密货币敞口扩大,披露日: 2026-05-15
Core Smart Money,Goldman Sachs,Q1 2026,2026-03-31,SPY,SPDR S&P 500 ETF,Reduced,-6000,,宽指减仓轮换至个股,披露日: 2026-05-15
Core Smart Money,Goldman Sachs,Q1 2026,2026-03-31,IWM,iShares Russell 2000,Reduced,-3300,,小盘股敞口缩减,披露日: 2026-05-15
Core Smart Money,JPMorgan Chase,Q4 2025,2025-12-31,NVDA,NVIDIA,Added,,,最大持仓约910亿美元,披露日: 2026-02-11
Core Smart Money,JPMorgan Chase,Q4 2025,2025-12-31,AAPL,Apple,Added,,,科技核心配置加仓,披露日: 2026-02-11
Core Smart Money,JPMorgan Chase,Q4 2025,2025-12-31,TSLA,Tesla,Added,,,显著增持,披露日: 2026-02-11
Core Smart Money,JPMorgan Chase,Q4 2025,2025-12-31,AVGO,Broadcom,Added,,,芯片多元化布局,披露日: 2026-02-11
Core Smart Money,JPMorgan Chase,Q4 2025,2025-12-31,AMZN,Amazon.com,Reduced,,,云/Mag7轮换减仓,披露日: 2026-02-11
Core Smart Money,JPMorgan Chase,Q4 2025,2025-12-31,META,Meta Platforms,Reduced,,,小幅减仓,披露日: 2026-02-11
Core Smart Money,JPMorgan Chase,Q4 2025,2025-12-31,SPY,SPDR S&P 500 ETF,Reduced,,,指数化敞口削减,披露日: 2026-02-11
Core Smart Money,JPMorgan Chase,Q4 2025,2025-12-31,NFLX,Netflix,Reduced,,,获利了结,披露日: 2026-02-11
Core Smart Money,JPMorgan Chase,Q1 2026,2026-03-31,NVDA,NVIDIA,Reduced,-11107.4,-1.8,Q1最大加仓130亿美元；已按 EDGAR 校正,披露日: 2026-05-13
Core Smart Money,JPMorgan Chase,Q1 2026,2026-03-31,AAPL,Apple,Added,9700,,第二大加仓97亿美元,披露日: 2026-05-13
Core Smart Money,JPMorgan Chase,Q1 2026,2026-03-31,MSFT,Microsoft,Reduced,-25825.4,-14.0,第三大加仓87亿美元；已按 EDGAR 校正,披露日: 2026-05-13
Core Smart Money,Morgan Stanley,Q4 2025,2025-12-31,AAPL,Apple,Held,,0,最大持仓，组合总额1.67万亿,披露日: 2026-02-13
Core Smart Money,Morgan Stanley,Q4 2025,2025-12-31,NVDA,NVIDIA,Held,,0,第二大持仓,披露日: 2026-02-13
Core Smart Money,Morgan Stanley,Q4 2025,2025-12-31,MSFT,Microsoft,Held,,0,第三大持仓,披露日: 2026-02-13
Core Smart Money,Morgan Stanley,Q4 2025,2025-12-31,GOOGL,Alphabet,Held,,0,第四大持仓,披露日: 2026-02-13
Core Smart Money,Morgan Stanley,Q4 2025,2025-12-31,AMZN,Amazon.com,Held,,0,第五大持仓,披露日: 2026-02-13
Core Smart Money,Morgan Stanley,Q1 2026,2026-03-31,NVDA,NVIDIA,Reduced,-3800,,Q1最大减仓,披露日: 2026-05-15
Core Smart Money,Morgan Stanley,Q1 2026,2026-03-31,MSFT,Microsoft,Added,-12397.4,3.0,第二大减仓；已按 EDGAR 校正,披露日: 2026-05-15
Core Smart Money,Morgan Stanley,Q1 2026,2026-03-31,UNH,UnitedHealth Group,Reduced,-2000,,医疗减仓,披露日: 2026-05-15
Core Smart Money,Morgan Stanley,Q1 2026,2026-03-31,AMZN,Amazon.com,Added,-1072.4,7.6,云计算小幅减仓；已按 EDGAR 校正,披露日: 2026-05-15
Core Smart Money,Morgan Stanley,Q1 2026,2026-03-31,SPY,SPDR S&P 500 ETF,Added,2200,,宽指加仓,披露日: 2026-05-15
Core Smart Money,Morgan Stanley,Q1 2026,2026-03-31,ORCL,Oracle,Added,1800,,云基础设施加仓,披露日: 2026-05-15
Core Smart Money,Morgan Stanley,Q1 2026,2026-03-31,GOOGL,Alphabet,Reduced,-3339.6,-0.7,AI搜索加仓；已按 EDGAR 校正,披露日: 2026-05-15
Core Smart Money,Morgan Stanley,Q1 2026,2026-03-31,MSTR,MicroStrategy,Added,1600,,比特币代理仓位,披露日: 2026-05-15
13F Hedge Funds,Citadel Advisors,Q4 2025,2025-12-31,NFLX,Netflix,Added,8400,,Q4最大单笔加仓,披露日: 2026-02-17
13F Hedge Funds,Citadel Advisors,Q4 2025,2025-12-31,AMZN,Amazon.com,Added,2600,,云计算大仓,披露日: 2026-02-17
13F Hedge Funds,Citadel Advisors,Q4 2025,2025-12-31,TSLA,Tesla,Added,2200,,投机性多头,披露日: 2026-02-17
13F Hedge Funds,Citadel Advisors,Q4 2025,2025-12-31,AVGO,Broadcom,Added,2200,,AI芯片网络,披露日: 2026-02-17
13F Hedge Funds,Citadel Advisors,Q4 2025,2025-12-31,GOOGL,Alphabet,Added,1700,,大市值科技,披露日: 2026-02-17
13F Hedge Funds,Citadel Advisors,Q4 2025,2025-12-31,META,Meta Platforms,Added,1600,,社交AI仓位,披露日: 2026-02-17
13F Hedge Funds,Citadel Advisors,Q4 2025,2025-12-31,SLV,iShares Silver Trust,New Position,1200,,贵金属新仓,披露日: 2026-02-17
13F Hedge Funds,Citadel Advisors,Q4 2025,2025-12-31,AZN,AstraZeneca,New Position,,,制药板块新仓,披露日: 2026-02-17
13F Hedge Funds,Citadel Advisors,Q4 2025,2025-12-31,SPY,SPDR S&P 500 ETF,Reduced,-8100,,减持宽指换个股,披露日: 2026-02-17
13F Hedge Funds,Citadel Advisors,Q4 2025,2025-12-31,QQQ,Invesco QQQ ETF,Reduced,-8000,,配对缩减科技宽指,披露日: 2026-02-17
13F Hedge Funds,Citadel Advisors,Q4 2025,2025-12-31,MSFT,Microsoft,Reduced,-909,,大市值小幅减仓,披露日: 2026-02-17
13F Hedge Funds,Citadel Advisors,Q4 2025,2025-12-31,BABA,Alibaba Group,Reduced,-778,,中概ADR减仓,披露日: 2026-02-17
13F Hedge Funds,Citadel Advisors,Q1 2026,2026-03-31,AMZN,Amazon.com,Reduced,-2459.8,-9.8,成为第二大个股仓位（约2.3%）；已按 EDGAR 校正,披露日: 2026-05-15
13F Hedge Funds,Citadel Advisors,Q1 2026,2026-03-31,MSFT,Microsoft,Reduced,,-18,大市值科技小幅减仓（约1.1%）,披露日: 2026-05-15
13F Hedge Funds,Two Sigma Investments,Q4 2025,2025-12-31,XLF,Financial Select Sector SPDR,Added,482,,板块ETF轮换至金融,披露日: 2026-02-14
13F Hedge Funds,Two Sigma Investments,Q4 2025,2025-12-31,XLP,Consumer Staples Select SPDR,Added,347,,防御性轮换,披露日: 2026-02-14
13F Hedge Funds,Two Sigma Investments,Q4 2025,2025-12-31,AMD,Advanced Micro Devices,Added,237,,半导体多头,披露日: 2026-02-14
13F Hedge Funds,Two Sigma Investments,Q4 2025,2025-12-31,WMT,Walmart,Added,237,,防御性消费加仓,披露日: 2026-02-14
13F Hedge Funds,Two Sigma Investments,Q4 2025,2025-12-31,TSM,Taiwan Semiconductor,Added,231,,晶圆代工供应链,披露日: 2026-02-14
13F Hedge Funds,Two Sigma Investments,Q4 2025,2025-12-31,XLK,Technology Select Sector SPDR,Reduced,-399,,削减宽泛科技ETF,披露日: 2026-02-14
13F Hedge Funds,Two Sigma Investments,Q4 2025,2025-12-31,UNH,UnitedHealth Group,Reduced,-255,,医疗管理减仓,披露日: 2026-02-14
13F Hedge Funds,Two Sigma Investments,Q4 2025,2025-12-31,SNOW,Snowflake,Reduced,-271,,云数据削减,披露日: 2026-02-14
13F Hedge Funds,Two Sigma Investments,Q1 2026,2026-03-31,NVDA,NVIDIA,Held,,,Q1 2026 13F已申报（2天前），详细数据处理中,披露日: 2026-05-15
13F Hedge Funds,Two Sigma Investments,Q1 2026,2026-03-31,AAPL,Apple,Held,,,Q1 13F最新持仓待聚合,披露日: 2026-05-15
13F Hedge Funds,Renaissance Technologies,Q4 2025,2025-12-31,NFLX,Netflix,Added,648,,最大单笔加仓,披露日: 2026-02-12
13F Hedge Funds,Renaissance Technologies,Q4 2025,2025-12-31,COST,Costco,Added,586,,防御性消费加仓,披露日: 2026-02-12
13F Hedge Funds,Renaissance Technologies,Q4 2025,2025-12-31,MU,Micron Technology,Added,517,,内存半导体加仓,披露日: 2026-02-12
13F Hedge Funds,Renaissance Technologies,Q4 2025,2025-12-31,TSLA,Tesla,Added,422,,电动车/AI加仓,披露日: 2026-02-12
13F Hedge Funds,Renaissance Technologies,Q4 2025,2025-12-31,LLY,Eli Lilly,Added,178,,医疗GLP-1加仓,披露日: 2026-02-12
13F Hedge Funds,Renaissance Technologies,Q4 2025,2025-12-31,NVDA,NVIDIA,Reduced,-887,,量化策略获利了结,披露日: 2026-02-12
13F Hedge Funds,Renaissance Technologies,Q4 2025,2025-12-31,GOOGL,Alphabet Class A,Reduced,-723,,AI搜索减仓,披露日: 2026-02-12
13F Hedge Funds,Renaissance Technologies,Q4 2025,2025-12-31,GOOG,Alphabet Class C,Reduced,-508,,同步削减,披露日: 2026-02-12
13F Hedge Funds,Renaissance Technologies,Q4 2025,2025-12-31,APP,AppLovin,Reduced,-460,,广告科技获利了结,披露日: 2026-02-12
13F Hedge Funds,Renaissance Technologies,Q4 2025,2025-12-31,MSFT,Microsoft,Reduced,-305,,微软仓位削减,披露日: 2026-02-12
13F Hedge Funds,Renaissance Technologies,Q1 2026,2026-03-31,AAPL,Apple,New Position,780,,新建仓308万股,披露日: 2026-05-15
13F Hedge Funds,Renaissance Technologies,Q1 2026,2026-03-31,AXP,American Express,New Position,164,,金融服务新仓,披露日: 2026-05-15
13F Hedge Funds,Renaissance Technologies,Q1 2026,2026-03-31,NEM,Newmont,New Position,180,,黄金矿企新仓,披露日: 2026-05-15
13F Hedge Funds,Renaissance Technologies,Q1 2026,2026-03-31,META,Meta Platforms,New Position,145,,25.3万股新建仓,披露日: 2026-05-15
13F Hedge Funds,Renaissance Technologies,Q1 2026,2026-03-31,NVDA,NVIDIA,Added,,,扩大现有仓位,披露日: 2026-05-15
13F Hedge Funds,Renaissance Technologies,Q1 2026,2026-03-31,AMZN,Amazon.com,Exited,,-100,完全清仓亚马逊,披露日: 2026-05-15
13F Hedge Funds,Millennium Management,Q4 2025,2025-12-31,IWM,iShares Russell 2000 ETF,Added,3000,,最大加仓：小盘股轮换,披露日: 2026-02-17
13F Hedge Funds,Millennium Management,Q4 2025,2025-12-31,NVDA,NVIDIA,Added,2000,,AI芯片核心仓位,披露日: 2026-02-17
13F Hedge Funds,Millennium Management,Q4 2025,2025-12-31,AAPL,Apple,Added,1800,,防御性大市值加仓,披露日: 2026-02-17
13F Hedge Funds,Millennium Management,Q4 2025,2025-12-31,SPY,SPDR S&P 500 ETF,Reduced,-3400,,指数对冲减仓,披露日: 2026-02-17
13F Hedge Funds,Millennium Management,Q4 2025,2025-12-31,APP,AppLovin,Reduced,-1900,,高飞股获利了结,披露日: 2026-02-17
13F Hedge Funds,Millennium Management,Q4 2025,2025-12-31,PLTR,Palantir Technologies,Reduced,-792,,AI概念股获利了结,披露日: 2026-02-17
13F Hedge Funds,Millennium Management,Q1 2026,2026-03-31,NVDA,NVIDIA,Held,,,Q1 13F已申报，详细变动待聚合（总AUM $2380亿）,披露日: 2026-05-15
13F Hedge Funds,Millennium Management,Q1 2026,2026-03-31,IWM,iShares Russell 2000 ETF,Held,,,Q1持仓数据处理中,披露日: 2026-05-15
13F Hedge Funds,Point72 Asset Management,Q4 2025,2025-12-31,TSM,Taiwan Semiconductor,New Position,870,,最大新仓：AI供应链,披露日: 2026-02-14
13F Hedge Funds,Point72 Asset Management,Q4 2025,2025-12-31,NVDA,NVIDIA,New Position,510,,AI芯片直接敞口,披露日: 2026-02-14
13F Hedge Funds,Point72 Asset Management,Q4 2025,2025-12-31,AMZN,Amazon.com,New Position,492,,云超大规模新仓,披露日: 2026-02-14
13F Hedge Funds,Point72 Asset Management,Q4 2025,2025-12-31,EQIX,Equinix,Added,487,+467,数据中心REIT大幅加仓,披露日: 2026-02-14
13F Hedge Funds,Point72 Asset Management,Q4 2025,2025-12-31,AVGO,Broadcom,New Position,439,,AI网络芯片新仓,披露日: 2026-02-14
13F Hedge Funds,Point72 Asset Management,Q4 2025,2025-12-31,TDG,TransDigm Group,New Position,336,,航空防务新仓25.3万股,披露日: 2026-02-14
13F Hedge Funds,Point72 Asset Management,Q4 2025,2025-12-31,PEP,PepsiCo,Added,,+1500,防御性消费大幅加仓,披露日: 2026-02-14
13F Hedge Funds,Point72 Asset Management,Q4 2025,2025-12-31,CHD,Church & Dwight,Exited,,-100,消费必需品清仓,披露日: 2026-02-14
13F Hedge Funds,Point72 Asset Management,Q4 2025,2025-12-31,MAS,Masco Corp,Exited,,-100,家居改善清仓,披露日: 2026-02-14
13F Hedge Funds,Point72 Asset Management,Q1 2026,2026-03-31,TSM,Taiwan Semiconductor,Reduced,-881.0,-61.3,继续增持AI供应链；已按 EDGAR 校正,披露日: 2026-05-15
13F Hedge Funds,Point72 Asset Management,Q1 2026,2026-03-31,AVGO,Broadcom,Reduced,-400.2,-26.7,AI芯片继续加仓；已按 EDGAR 校正,披露日: 2026-05-15
13F Hedge Funds,Point72 Asset Management,Q1 2026,2026-03-31,AMZN,Amazon.com,Added,592,,云仓位扩大,披露日: 2026-05-15
13F Hedge Funds,Point72 Asset Management,Q1 2026,2026-03-31,EQIX,Equinix,Added,511,,数据中心再加仓,披露日: 2026-05-15
13F Hedge Funds,Point72 Asset Management,Q1 2026,2026-03-31,NVDA,NVIDIA,Reduced,-455.1,-17.9,AI芯片继续累积；已按 EDGAR 校正,披露日: 2026-05-15
13F Hedge Funds,Point72 Asset Management,Q1 2026,2026-03-31,SPOT,Spotify,Added,456,,流媒体加仓,披露日: 2026-05-15
13F Hedge Funds,Point72 Asset Management,Q1 2026,2026-03-31,XBI,iShares Biotech ETF,Added,459,,生物科技ETF新仓,披露日: 2026-05-15
13F Hedge Funds,Point72 Asset Management,Q1 2026,2026-03-31,SPY,SPDR S&P 500 ETF,Reduced,-2300,,宽指减仓轮换个股,披露日: 2026-05-15
13F Hedge Funds,Point72 Asset Management,Q1 2026,2026-03-31,AMD,Advanced Micro Devices,Reduced,-379,,AMD减仓转向NVDA/AVGO,披露日: 2026-05-15
13F Hedge Funds,Point72 Asset Management,Q1 2026,2026-03-31,MSFT,Microsoft,Reduced,-343,,微软小幅减仓,披露日: 2026-05-15
13F Hedge Funds,Bridgewater Associates,Q4 2025,2025-12-31,SPY,SPDR S&P 500 ETF,Added,1300,+73.7,最大加仓，增至组合11.1%,披露日: 2026-02-13
13F Hedge Funds,Bridgewater Associates,Q4 2025,2025-12-31,IVV,iShares Core S&P 500,Added,,,第二大持仓+3.37%至10.5%,披露日: 2026-02-13
13F Hedge Funds,Bridgewater Associates,Q4 2025,2025-12-31,NVDA,NVIDIA,Added,253,+54,AI核心仓位扩大,披露日: 2026-02-13
13F Hedge Funds,Bridgewater Associates,Q4 2025,2025-12-31,AMZN,Amazon.com,Added,190,+73,云计算加仓,披露日: 2026-02-13
13F Hedge Funds,Bridgewater Associates,Q4 2025,2025-12-31,ORCL,Oracle,Added,286,,云基础设施布局,披露日: 2026-02-13
13F Hedge Funds,Bridgewater Associates,Q4 2025,2025-12-31,MU,Micron Technology,Added,253,,内存半导体加仓,披露日: 2026-02-13
13F Hedge Funds,Bridgewater Associates,Q4 2025,2025-12-31,NEM,Newmont,Added,192,,黄金对冲加仓,披露日: 2026-02-13
13F Hedge Funds,Bridgewater Associates,Q4 2025,2025-12-31,GOOGL,Alphabet,Reduced,-333,-40,AI搜索大幅减仓,披露日: 2026-02-13
13F Hedge Funds,Bridgewater Associates,Q4 2025,2025-12-31,MSFT,Microsoft,Reduced,,-10,小幅减仓,披露日: 2026-02-13
13F Hedge Funds,Bridgewater Associates,Q4 2025,2025-12-31,META,Meta Platforms,Reduced,-128,,社交媒体减仓,披露日: 2026-02-13
13F Hedge Funds,Bridgewater Associates,Q4 2025,2025-12-31,WFC,Wells Fargo,Reduced,-130,,金融轮换,披露日: 2026-02-13
13F Hedge Funds,Bridgewater Associates,Q1 2026,2026-03-31,SPY,SPDR S&P 500 ETF,Held,,,Q1 13F已申报，详细变动待聚合,披露日: 2026-05-15
13F Hedge Funds,Bridgewater Associates,Q1 2026,2026-03-31,NVDA,NVIDIA,Held,,,Q1数据处理中（组合总值$274亿）,披露日: 2026-05-15
13F Hedge Funds,DE Shaw,Q4 2025,2025-12-31,NVDA,NVIDIA,Held,,,4558只持仓，总值1824亿，量化策略广泛分散,披露日: 2026-02-17
13F Hedge Funds,DE Shaw,Q4 2025,2025-12-31,AAPL,Apple,Held,,,量化多因子策略横跨所有板块,披露日: 2026-02-17
13F Hedge Funds,DE Shaw,Q4 2025,2025-12-31,MSFT,Microsoft,Held,,,广泛分散，单仓权重均低于1%,披露日: 2026-02-17
13F Hedge Funds,DE Shaw,Q1 2026,2026-03-31,NVDA,NVIDIA,Held,,,Q1 13F已申报，详细数据聚合中,披露日: 2026-05-15
13F Hedge Funds,DE Shaw,Q1 2026,2026-03-31,AAPL,Apple,Held,,,量化策略，变动依赖信号,披露日: 2026-05-15
13F Hedge Funds,Pershing Square,Q4 2025,2025-12-31,AMZN,Amazon.com,Added,,+65,大幅加仓，升至组合第三大持仓14.28%,披露日: 2026-02-17
13F Hedge Funds,Pershing Square,Q4 2025,2025-12-31,META,Meta Platforms,New Position,,,新建仓11.37%，成为前五大持仓,披露日: 2026-02-17
13F Hedge Funds,Pershing Square,Q4 2025,2025-12-31,BN,Brookfield Corp,Held,,0,最大持仓18.15%,披露日: 2026-02-17
13F Hedge Funds,Pershing Square,Q4 2025,2025-12-31,UBER,Uber Technologies,Reduced,,,小幅减仓，仍为15.9%,披露日: 2026-02-17
13F Hedge Funds,Pershing Square,Q4 2025,2025-12-31,GOOGL,Alphabet Class C,Held,,0,持仓12.46%,披露日: 2026-02-17
13F Hedge Funds,Pershing Square,Q4 2025,2025-12-31,CMG,Chipotle Mexican Grill,Exited,,-100,估值原因完全清仓,披露日: 2026-02-17
13F Hedge Funds,Pershing Square,Q4 2025,2025-12-31,HLT,Hilton Worldwide,Exited,,-100,估值原因完全清仓,披露日: 2026-02-17
13F Hedge Funds,Pershing Square,Q1 2026,2026-03-31,MSFT,Microsoft,New Position,2300,,新建仓570万股；从2026年2月起建仓（MSFT跌超13%时）,2026-02 起建仓（MSFT Q2财报后大跌时入场）；披露日: 2026-05-15
13F Hedge Funds,Pershing Square,Q1 2026,2026-03-31,AMZN,Amazon.com,Added,,+19,加仓184万股,披露日: 2026-05-15
13F Hedge Funds,Pershing Square,Q1 2026,2026-03-31,GOOGL,Alphabet,Reduced,,-95,从610万股大削至31.2万股,2026-02 起同步大幅减仓（与MSFT建仓同期）；披露日: 2026-05-15
13F Hedge Funds,Pershing Square,Q1 2026,2026-03-31,META,Meta Platforms,Reduced,,,Q4新仓后Q1减持,披露日: 2026-05-15
13F Hedge Funds,Pershing Square,Q1 2026,2026-03-31,BN,Brookfield Corp,Held,,0,最大持仓17.62%,披露日: 2026-05-15
13F Hedge Funds,Pershing Square,Q1 2026,2026-03-31,UBER,Uber Technologies,Held,,0,第三大持仓15.71%,披露日: 2026-05-15
13F Hedge Funds,Appaloosa Management,Q4 2025,2025-12-31,MU,Micron Technology,Added,,+200,三倍加仓，跃升至前5持仓6.25%,披露日: 2026-02-14
13F Hedge Funds,Appaloosa Management,Q4 2025,2025-12-31,GOOGL,Alphabet,Added,,+29,AI搜索加仓,披露日: 2026-02-14
13F Hedge Funds,Appaloosa Management,Q4 2025,2025-12-31,META,Meta Platforms,Added,,,社交AI仓位扩大,披露日: 2026-02-14
13F Hedge Funds,Appaloosa Management,Q4 2025,2025-12-31,TSM,Taiwan Semiconductor,Added,,,晶圆代工新/加仓,披露日: 2026-02-14
13F Hedge Funds,Appaloosa Management,Q4 2025,2025-12-31,AAL,American Airlines,New Position,,,航空新仓,披露日: 2026-02-14
13F Hedge Funds,Appaloosa Management,Q4 2025,2025-12-31,EWY,iShares MSCI South Korea ETF,New Position,,,新兴市场新仓,披露日: 2026-02-14
13F Hedge Funds,Appaloosa Management,Q4 2025,2025-12-31,BABA,Alibaba Group,Reduced,,-17,从15.61%降至10.99%，减持130万股,披露日: 2026-02-14
13F Hedge Funds,Appaloosa Management,Q4 2025,2025-12-31,AMZN,Amazon.com,Reduced,,-12.8,小幅减仓，仍为第三大持仓,披露日: 2026-02-14
13F Hedge Funds,Appaloosa Management,Q4 2025,2025-12-31,NVDA,NVIDIA,Reduced,,,NVDA获利了结,披露日: 2026-02-14
13F Hedge Funds,Appaloosa Management,Q1 2026,2026-03-31,QCOM,Qualcomm,Reduced,-131.6,-56.5,半导体周期反弹押注；已按 EDGAR 校正,披露日: 2026-05-15
13F Hedge Funds,Appaloosa Management,Q1 2026,2026-03-31,MU,Micron Technology,Reduced,63.0,-4.9,内存周期持续加仓；已按 EDGAR 校正,披露日: 2026-05-15
13F Hedge Funds,Appaloosa Management,Q1 2026,2026-03-31,MHK,Mohawk Industries,Exited,-73.8,-100,住宅复苏押注；已按 EDGAR 校正,披露日: 2026-05-15
13F Hedge Funds,Appaloosa Management,Q1 2026,2026-03-31,OC,Owens Corning,Exited,-106.3,-100,建材加仓；已按 EDGAR 校正,披露日: 2026-05-15
13F Hedge Funds,Appaloosa Management,Q1 2026,2026-03-31,BABA,Alibaba Group,Reduced,,,小幅再减，仍为最大持仓,披露日: 2026-05-15
13F Hedge Funds,Appaloosa Management,Q1 2026,2026-03-31,FI,Fiserv,Exited,,-100,金融科技清仓,披露日: 2026-05-15
13F Hedge Funds,Appaloosa Management,Q1 2026,2026-03-31,TFC,Truist Financial,Exited,,-100,区域银行清仓,披露日: 2026-05-15
13F Hedge Funds,Appaloosa Management,Q1 2026,2026-03-31,CZR,Caesars Entertainment,Exited,,-100,赌博/休闲清仓,披露日: 2026-05-15
13F Hedge Funds,Third Point,Q4 2025,2025-12-31,NVDA,NVIDIA,Added,,,连续第4季加仓，达7.57%,披露日: 2026-02-17
